en;score;reason;EU Party
With the creation of this statute, another step is taken towards the lifting of these obstacles, especially in a sector that is fundamental to the European economy. The time and money saved by SMEs through this measure, resulting from the Small Business Act, point out a clear course for future European business policy. For these reasons, Members representing the Portuguese Social Democratic Party are supporting the report.;0.6;Supports a statute that eases burdens for SMEs and aligns with a business‑friendly, pro‑SME policy orientation.;EPP-ED
Worker participation is a cornerstone of a democratic and social Europe. For that reason, the right to information, consultation and worker participation, without restrictions, must take the same form as in the existing rules on the European company (Societas Europae – SE) and the European cooperative society (Societas Cooperativa Europaea – SCE).;0.8;Calls for unrestricted worker participation rights as a cornerstone of a democratic and social Europe, demonstrating a clear social‑democratic ideology.;PES
For too long now, national monopolies controlled by governments have prevented new entrants from offering gaming services in Europe. Online gambling offers a new way for consumers to enjoy their gaming experience. It is also important in my view to take all reasonable steps to prohibit minors from gaming online.;0.75;Advocates opening the gambling market by ending national monopolies (market liberalisation) while also calling for consumer protection of minors – a clear political principle about market regulation.;EPP-ED
I share concerns about citizens being ripped off and the worries about gambling addiction, but note that gambling is controlled in the majority of Member States in order to protect citizens against gambling addiction and fraud and to prevent money laundering. I believe that the alternative resolution would have addressed those concerns more effectively.;0.3;"Mentions concerns about gambling harms and existing controls but does not explicitly advocate a specific policy direction; only a vague acknowledgment of regulation.";EPP-ED
The Schaldemose report on the integrity of online gambling sets out Member States’ responsibilities in regulating their gambling markets so as to protect vulnerable consumers, especially children, to tackle crime and to protect sporting events from risks such as match-fixing. The report also makes clear that such regulation must be proportionate and non-discriminatory, as set out in the EU Treaties. A number of Member States are currently reviewing their legislation on gambling to ensure it is compliant with the EU Treaties. Labour MEPs emphasise that authorities across the EU must remain vigilant and cooperate against all risks of crime, match-fixing, and threats to young people and the vulnerable from all forms of gambling.;0.65;Calls for EU Member States to regulate gambling to protect vulnerable groups and combat crime, emphasizing proportionality and non‑discrimination – a clear stance on consumer protection and rule‑of‑law principles.;PES
In its case law, the European Court of Justice has confirmed that it is Member States themselves who determine what level of protection they consider appropriate to protect their citizens against the hazards associated with gambling. The subsidiarity applicable here means that Member States must be able to control and to regulate their gambling markets in accordance with their traditions and cultures in order to protect consumers against the hazards of addiction, fraud and money laundering. In view of the additional risks involved in online gambling, I am convinced that national legislation cannot be replaced by pan-European self-regulation of the gambling industry. Therefore, I join the substantial majority of my colleagues on the Committee on the Internal Market and Consumer Protection who believe that a purely internal market approach to gambling is not applicable.;0.9;Strongly argues that national legislation, not pan‑European self‑regulation, should determine gambling rules, invoking subsidiarity and national sovereignty – explicit ideological commitment.;EPP-ED
Therefore, the Commission must have an office which would be responsible for approving and allowing the use of these systems on a European scale and which would ensure uniform and effective control at European and national levels.;0.7;Advocates creating a Commission office to approve and uniformly control systems across Europe, supporting deeper EU‑level regulatory integration.;ALDE
The result of this simplification would be a reduction in administrative costs for public entities. I also welcome the special attention given to designations of origin and the call on the Commission to ensure that this issue is included on the World Trade Organisation’s agenda.;0.6;Supports administrative simplification, protection of designations of origin and bringing the issue to the WTO agenda – a clear position on trade policy and EU product protection.;EPP-ED
The issue of harmonising and mutually recognising standards with regard to food is very important for ensuring human health. The quality of food products has a fundamental significance to the safety of food for our citizens. Food products must also be properly packed, transported and stored. To ensure good food quality, consumers must also be given complete information on the products they buy, the ingredients, any genetic modifications, the place of manufacture, the storage conditions, how to prepare it and the use by date. The rapporteur favours the introduction of a European service responsible for certification and food quality at Commission level to ensure that minimum certification requirements are met. This would provide a uniform system of control at EU and Member State level. On the basis of an earlier resolution, the report also favours the introduction of a special quality mark for European products.;0.75;Calls for EU‑wide harmonisation of food standards, a European certification service and a quality mark, endorsing strong EU regulatory coordination on food safety.;UEN
At a time when we are facing a serious economic crisis, it is our duty to take measures to support European farmers and processors and ensure that consumers have access to the best products at the most favourable prices. I rather think that the purpose of introducing this mark must be to promote European products and the benefits which they enjoy over those from third countries and to provide European consumers with better information.;0.7;Advocates measures to support European farmers and promote European products over third‑country goods, reflecting a protectionist, pro‑EU agricultural policy stance.;EPP-ED
The essential elements of this process are cooperation between national competition institutions and coordination through the European Competition Network. Based on the criteria of flexibility and pragmatism, the 2006 and 2007 reports give a favourable evaluation of the effectiveness and development of the ECN’s work. The efforts to fund training and judicial cooperation between state judges to interpret EU competition law and ensure its implementation are also welcome.;0.5;Expresses approval of cooperation between national competition authorities and the European Competition Network, indicating support for EU‑level competition coordination, though the statement is largely descriptive.;ALDE
The European Commission is to be applauded in its initiatives to date and its continuing work aimed at eliminating red tape for small businesses. Ms Herczog’s report recognises the work done by the Commission and calls for further steps in this direction. This issue is of such importance to Ireland, especially in these economic times, that I had to vote against this proposal.;0.3;"Praises the Commission’s red‑tape reduction for small businesses but also notes a vote against the proposal; the overall stance on deregulation is ambiguous and weakly expressed.";UEN
The initiative to create the most favourable conditions for SMEs to obtain funding (risk capital, micro-credits, etc.) is very important. Only complex measures, i.e. promoting higher standards of manufacturing processes and ecological standards for products within the EU, and popularising these same standards throughout the world, as well as enhancing supervision of the EU market, can contribute to common global challenges, such as climate change and diminishing fossil fuel reserves.;0.75;Advocates EU‑wide higher ecological and manufacturing standards, stronger market supervision and funding conditions for SMEs to meet climate and energy challenges – a clear policy stance on regulation and environmental protection.;ALDE
That is why the Members representing the Portuguese Social Democratic Party (PSD) are supporting this report, which is, as a matter of fact, coherent with the measures proposed in Portugal by the leader of the PSD, Dr Manuela Ferreira Leite.;0.2;"Only notes party support for a report without stating any specific political principle or policy position; thus provides no explicit ideological content.";EPP-ED
The Commission’s proposal for a Small Business Act is part of a communication containing legislative proposals, guiding principles and measures to be implemented to help SMEs in Europe. I welcome the articulation of ten guiding principles which focus on the needs and requirements of SMEs and aim to help them realise their full market potential. Vitally important is the introduction of means of using the present crisis to respond to the environmental crisis by increasing efficiency, through thorough environmental management systems.;0.7;Supports a Small Business Act that links SME development with environmental management and crisis response, expressing a clear stance on combining economic support with ecological regulation.;EPP-ED
In fact, in the name of the 91.5% of businesses in the European Union that employed less than 10 workers in 2003, they want better conditions in order to destroy essential public services, deregulate the labour market and call into question social and working rights.;0.85;"Strongly opposes deregulation and the weakening of public services, defending social and labour rights; a clear ideological commitment to protecting social welfare against market liberalisation.";NGL
In this context, and because the present crisis threatens severe economic disruption, we need to implement legal regulations at EU level which will help these enterprises to function. This should, in particular, cover issues such as the transfer of ownership in enterprises (particularly in the case of the illness or retirement of the owner) and for harmonised time limits for the payment of transactions (to avoid ‘credit crunches’). The document also accentuates the importance to these enterprises of innovation, scientific research, patents and inventions and protecting intellectual property, and e-commerce. SMEs should also be assured access to sources of finance, including European funds and credits. Also worthy of mention are the ten principles to guide policy towards small enterprises, both at EU and at Member State level. I also believe that underlining the need to support and promote the activity of SMEs at a cross-border level in the internal market is essential.;0.65;Calls for EU‑level legal regulations to aid SMEs (ownership transfer, payment terms, IP, finance), indicating a clear preference for coordinated regulatory support for small enterprises.;UEN
On a more operational level, it also includes a package of more than 50 separate measures, including four legislative proposals that translate these principles into action. Support for SMEs must be a top priority, particularly in this period of serious economic crisis. Given that most of these actions fall within the competence of the Member States, we need to find ways of involving the Member States and Community bodies in order to guarantee that SMEs can gain added value from the measures affecting them. I also support the idea of having a specific budget line for SMEs…;0.65;Emphasises priority support for SMEs, specific EU budget lines and Member State involvement, showing a distinct policy position favouring fiscal and institutional backing of small businesses.;EPP-ED
Paragraph 68 of this report contains a reference to a common consolidated corporate tax base, stating that there should be a common basis for company taxation.;0.75;Explicitly advocates a common consolidated corporate tax base, representing a clear stance on EU tax harmonisation and fiscal integration.;EPP-ED
The globalisation associated with the current crisis has changed many of the circumstances that served as a basis for decisions taken at European level in the past and which were, at the time, considered correct. Taking this into account, I am convinced that, for example, some aspects of the regional and cohesion policies must be revisited. I therefore support this report, since it is precisely at these moments that we must think about SMEs and their contribution to innovation, economic growth and employment.;0.6;Calls for revisiting regional and cohesion policies and stresses the importance of SMEs for innovation and growth, indicating a policy preference for reforming EU structural policies.;EPP-ED
I cannot agree with a common consolidated corporate tax base as there is no agreement for this.;0.75;Expresses clear opposition to a common consolidated corporate tax base, articulating a distinct position against EU‑wide tax harmonisation.;PES
We have also succeeded in laying down a fairer, more flexible system of sanctions that is also more effective than the one we had before, since it penalises those who do not act as they should, but it does so according to the severity of the infringement committed and the organisation’s financial means. Finally, we have managed to make progress on the very tricky issue of recognition of classification certificates, by setting out the terms on which recognised organisations will have to recognise each other, but without endangering maritime safety, and taking the most stringent rules as our reference in order to safeguard the standards of excellence that characterise our European naval industries. We have learnt the lessons from our past and realise that we have to act immediately to prevent such things from happening in that way again. Lastly, but no less importantly for all that, I would like to highlight this Chamber’s steadfastness in upholding Europe’s interests and protecting the citizens whom we represent.;0.7;Defends stricter, proportionate sanctions, maritime safety standards and European interests, reflecting a strong commitment to EU regulatory strength and protection of citizens.;EPP-ED
Our ambition was to create an area of responsibility within which each party involved in maritime transport must take its fair share of the responsibility for its choices and actions and, where appropriate, for its errors and mistakes. Today, when this House is being asked to give its opinion on the outcome of a conciliation procedure that will bring a conclusion to this long process – more than three years’ work – we as rapporteurs are delighted with this joint approach, which has enabled us to achieve what I believe to be a very satisfactory result.;0.2;"The statement praises a joint approach and responsibility sharing but does not advocate a specific political principle or policy; it is largely a generic commendation.";EPP-ED
All ships must be equipped with AIS, an automatic system that provides information on ships entering European waters, enabling us to locate and contain the risks. We insist once again – and I think that this is important – that the ship’s crew be treated fairly in case of an accident and not erroneously regarded as criminals. We knew already that we needed plans, but now an authority is needed too, one that is not only involved in drawing up these plans but also takes care of their implementation.;0.7;Calls for mandatory AIS equipment, fair treatment of crew, and the creation of an implementing authority – a clear stance on safety regulation and labour rights within maritime policy.;ALDE
Certainly, we can now tell our fellow citizens that when they get on board a ship they are covered, in basic terms, from the end of 2012, irrespective of how they travel. To sum up, we have, also from this point of view, enabled all citizens to feel a little more European, since the same cover will apply in any sea, in any location, for any ship.;0.8;"Advocates uniform passenger coverage across all EU waters, linking it to a stronger European identity; this expresses a firm pro‑EU integration and consumer‑protection principle.";ALDE
I would also say that, in political terms, this is a truly remarkable success for the Community, because the link between the Commission and Parliament has made it possible to produce a very complicated text and piece of legislation about which the Member States were very reticent. We have a number of straits, including the Bosphorus, Gibraltar and Pas-de-Calais – through which 800 commercial ships pass every day – which are among the largest ports on the planet.;0.3;"Highlights a legislative success for the Community and the Commission‑Parliament link but does not propose a concrete policy; the ideological content is weak and mainly celebratory.";PES
This process is more than three years old and, during that time, we have argued strongly for more safety for passengers, oceans, seas and maritime routes. Member States have to make sure that ships which fly their flag and have been detained in the context of a port state inspection are brought into conformity with the relevant IMO conventions. In parallel with the common position, Member States will confirm in a joint declaration their commitment to ratify the main international conventions on maritime safety before 1 January 2012, apply the IMO Flag State Code and the related audit scheme for maritime authorities, and encourage the IMO to make these two instruments mandatory worldwide. My participation in this process was a great honour.;0.75;Strongly argues for higher safety standards, ratification of international conventions, and worldwide mandatory IMO rules – a clear commitment to regulatory safety and environmental protection.;PES
The citizens perhaps do not understand, sometimes, why we sit for so long and why everything takes so long.;0.1;"Simply remarks that citizens may not understand procedural delays; no political principle or policy position is expressed.";EPP-ED
I was in my office listening to Vice-President Tajani and the other speakers, and I feel I have to congratulate all the rapporteurs and the Commission.;0.1;Congratulatory comments toward rapporteurs and the Commission without any substantive policy advocacy.;PES
In recent years it has largely been the EU that has set the standard for the impact of shipping on the environment through legislation and through the work of the International Maritime Organisation. However, the EU could take the lead and set the standard by demanding more stringent rules. The seven directives in the third maritime package will prevent pollution, ensure a better coordinated response to accidents and prevent poor ships from entering EU waters.;0.85;Calls on the EU to lead by imposing stricter environmental rules for shipping, linking it to pollution prevention and coordinated accident response – a strong environmental‑regulation stance.;ALDE
We have special competent bodies to carry out inspections, but we do not have sufficiently clear rules for the seaworthiness of these ships or for when the inspection is to be carried out. Therefore, like Mr Costa, I would like to ask the Commission to extend the provisions on survey and approval to include these types of ship as soon as possible.;0.7;Requests clearer seaworthiness rules and extension of survey provisions, indicating a clear demand for tighter regulatory oversight in maritime safety.;UEN
In the liability regulation in favour of passengers on passenger ships there is, unfortunately, only a regulation for the maritime area.;0.2;"Notes the limited scope of existing passenger liability regulation but does not explicitly advocate a change; the statement lacks a clear ideological commitment.";EFA
Along the same lines, how many more maritime and environmental disasters do we need to have before the Commission, the Council and this Parliament will finally turn their attention to the long-standing scandal of flags of convenience? Perhaps, though, it would be wiser for the European electorate to fill Parliament with more MEPs who care more about working for the safety of their fellow citizens than about standing up for free trade, which destroys people and the environment.;0.9;Explicitly opposes free‑trade policies, calls for stronger environmental and safety regulation and for MEPs who prioritize citizen safety over free‑trade, showing a clear ideological stance on market regulation and environmental protection.;NGL
What happens if it then results in a serious incident, closing a major port?;0.1;"Only asks a rhetorical question about a possible incident; no political principle or policy position is expressed.";DEM
I should like to congratulate the rapporteur, Mr Sterckx, and the entire negotiating team on achieving a valuable compromise on this important issue. To close, I welcome the fact that Parliament's actions have pushed the Council into adopting a final common position on all seven legislative proposals in the package.;0.1;"Praises a compromise and the legislative process without advocating any substantive policy; generic commendation, not ideological.";EPP-ED
Another consistent step forward is the requirement for ships to be insured by financial guarantee certificates, which will put real responsibility on their charterers. Finally, I would like to pay tribute to the work that has been done in this field by Mr Tajani, who is here today, and the rapporteurs on transport law, because we have now embarked on the final stages of the process on maritime law with the aim of covering all transport in Europe.;0.25;"Mentions insurance requirements and responsibility for charterers, but does not explicitly argue for a broader political principle; weak regulatory signal.";PES
Since then, we in the Committee on Transport and Tourism have worked on a succession of legislative packages in an attempt to overcome the excessive resistance we have encountered among shipowners, oil companies, classification societies and also certain Member States, which rejected the three proposals for being too stringent. I trust it will not take another 10 years to control illegal discharges at sea more effectively and efficiently.;0.4;Criticises resistance from industry and some Member States and urges faster control of illegal discharges, indicating a preference for stricter environmental regulation, though the stance is moderate.;ALDE
The measures relating to maritime transport must be supplemented by increasing cooperation between littoral states in order to make the most efficient use of resources and reduce the pollution resulting from activities carried out in ports and on shore, as well as along the whole course of the Danube. The Black Sea can only be protected effectively through concerted action in every area.;0.6;Calls for increased cooperation among littoral states to reduce pollution and protect the Black Sea, expressing a clear commitment to regional environmental cooperation and collective governance.;EPP-ED
There has been much negotiation and debate, and I am glad to see the issues have been finally resolved. The adoption of this package is a victory for the European Parliament and certainly for the rapporteurs who have fought to ensure that we delivered on behalf of our citizens, even against very strong opposition from Member State governments.;0.55;Frames the legislative adoption as a victory for the European Parliament against Member State opposition, signalling a pro‑EU, parliamentary‑centric view of governance.;EPP-ED
In the case of the Black Sea in particular, this package will be particularly important as many of the Black Sea littoral states are on the Paris Memorandum blacklist or grey list. However, the way in which these services are paid for must be clearly regulated.;0.35;Advocates clear regulation of how services are paid for, indicating a regulatory preference but without a broader ideological context.;PES
This package is a testament to the work of Parliament, the Commission and also, if belatedly, the Council.;0.1;"Simply acknowledges the work of EU institutions; no specific policy position or principle is articulated.";PES
I think that that is a sign to everyone involved that this is not an ideological conflict but rather is a matter of making practical arrangements to improve maritime safety. I should also like to thank the Commissioner for his answer to my question on the uncertainty over the agency and its role. Now then, I welcome the consensus, and am also proud of what we have achieved, but I do think, Commissioner – as both you and Mrs Vlasto have already said – that everything now depends on the quality of the implementation. We shall keep an eye on you, and shall support you again if further proposals are needed.;0.1;"Emphasises practical implementation over ideological conflict; no explicit political principle is presented.";ALDE
I also think it would be good for the Commission to report to Parliament on this subject in 2012.;0.1;"A generic suggestion that the Commission report to Parliament; no clear political principle or ideological stance is expressed.";PES
Means of legal recourse exist that are sufficiently clear, accessible and based on information that is clear and available in advance. As I have already said, the adoption of this third maritime safety package is a significant victory for the European legislative process. The Commission, the Council and Parliament have accepted a text that improves everyone’s lives, promotes better security on the seas, oceans and inland waters, and prepares our future.;0.3;Praises a maritime safety package and the legislative process, hinting at support for rule‑of‑law and safety regulation, but the statement remains vague and lacks a concrete policy position.;PES
The vote will take place tomorrow.;0.0;"Simply states that a vote will occur; contains no ideological content.";PES
By adopting this, the European Parliament will set a new benchmark in terms of standards for investigating accidents involving vessels.;0.3;Mentions setting a new benchmark for accident investigations, which suggests a preference for higher safety standards, yet it does not articulate a broader political principle.;EPP-ED
I have also read that we mean to make road pricing compulsory for all passenger cars in Europe. With the help of the majority in the Committee on Transport and Tourism, we managed to draft a balanced, reasonable, coherent proposal. Firstly, which externalities are to be introduced into the system? Consequently, I wish to propose to my fellow Members that we stick with the package supported by the Committee on Transport and Tourism.;0.7;Advocates compulsory road pricing and internalising externalities, reflecting a clear stance on market‑based environmental regulation and EU‑wide transport policy.;PES
That is why the European Community quite simply needs an infrastructure that meets its needs and equitable transport rules for all modes of transport. Given that transport also has negative consequences for people and the environment, it must, of course, be further greened, in order, also, to play its role in fighting climate change. You cannot just pick out road transport – and, in fact, specifically only goods vehicle traffic – and then say ‘we will leave it up to the Member States to decide whether or not they want to have road tolls.’ My group agrees with the other groups that exhaust emissions and noise should be taken account of in the external costs and in the charging thereof.;0.8;Calls for EU‑wide equitable, green transport rules, internalising external costs, and stronger climate action, demonstrating a strong ideological commitment to environmental regulation and supranational governance.;EPP-ED
The second aspect relates to technology and exports. If Europe introduces a relevant Eurovignette system, it will also promote the rise of European economic players.;0.5;Supports the introduction of a Eurovignette system to boost European economic actors, indicating a moderate policy preference for EU‑level transport pricing.;EFA
The transport sector is one of the key sectors contributing to the European Union’s economic and social development. At the request of the European Parliament, the European Commission proposed internalising external costs and amending the Eurovignette Directive. Although the texts being proposed by the Commission mark a step forward in the development of transport which respects and protects the environment, they can and must be improved. This is why I consider that the process of internalising external costs must be applied to every kind of transport and double taxation must be avoided. Member States must invest in the construction of motorways, high-speed railway lines and in those alternatives which can cut traffic congestion.;0.8;Demands internalisation of external costs across all transport modes, avoidance of double taxation, and EU investment in infrastructure, showing a robust ideological position on environmental policy and EU coordination.;PES
Therefore, we agree to the inclusion of air pollution, noise and congestion in the internalisation of external costs.;0.6;Expresses agreement to include air pollution, noise and congestion in cost internalisation, reflecting a clear environmental regulatory stance.;ALDE
That means that we need new, targeted measures in order to provide a better framework for a market that has come off the rails.;0.6;Calls for new, targeted measures to reform a malfunctioning market, indicating a firm position on market regulation and economic governance.;EFA
As far as my group is concerned, the objective must be to give the most environmentally-friendly modes of transport – transport by rail and water – more of a chance, and to curb the most environmentally damaging – road and air transport.;0.7;Advocates a clear environmental transport policy – prioritising rail and water over road and air – indicating a stable commitment to sustainable mobility.;NGL
I am fairly pleased with the result, and very pleased with the cooperation with the rapporteur. It is good that Member States are to be given the opportunity to pass on external costs to the polluter. I propose that we return to the old text from 2006, therefore, and I ask for your support for this. On a final note, it is of the utmost importance that the Commission ensures that the Member States do not use this directive to impose unduly high charges on freight transport.;0.65;Calls for Member States to internalise polluter costs while limiting excessive charges, showing a definite stance on cost‑internalisation and regulation of the transport sector.;DEM
In closing, I would like to say that I find it very regrettable that the Czech Presidency has not deemed it worth the effort to send a representative to Parliament for this important legislative proposal.;0.1;"Expresses disappointment about procedural attendance; no explicit political principle or policy preference is articulated.";EPP-ED
We should not forget the reason why this process has dragged on for so long.;0.1;Makes a vague comment about procedural delay without endorsing or opposing a concrete political principle.;ALDE
It must also be made clear at this point that it will be entirely up to the Member States whether or not these additional tolls are implemented.;0.3;States that toll decisions should be left to Member States, hinting at a subsidiarity/sovereignty view but without a clear advocacy or opposition.;PES
We must remember that road hauliers are not, in the main, vast enterprises, but small businesses with a handful of vehicles. Introducing payments for external costs would significantly increase the cost of transport and mean paying twice for the same thing. I move for the suspension of all further action until better times, or for the complete rejection of the Commission’s proposal.;0.7;Opposes external‑cost charges on road hauliers, arguing for protection of small businesses and rejecting the Commission’s proposal – a clear economic‑regulation position.;UEN
Those who vote ‘no’ on this issue are giving up on climate change and setting our children and our children’s children on the road to ruin, as they will have no future on this planet. We need regulation that is much tougher than what the Commission and the majority of this House have proposed.;0.85;Strongly condemns any ‘no’ vote as abandoning climate action and demands tougher regulation, reflecting an explicit, firm climate‑change ideological commitment.;EFA
We know that measures aiming to combat pollution or stimulate technological innovation, such as cleaner engines and intelligent vehicles, are essential.;0.6;Declares that pollution‑combating and innovation measures are essential, indicating a clear policy preference for environmental regulation and technology development.;EPP-ED
Furthermore, the European Parliament has historically called for internalisation for all modes of transport and not just for the one that is already subject to cross-border charging.;0.65;Highlights the Parliament’s historical call for internalising external costs across all transport modes, affirming a consistent stance on polluter‑pay principles.;PES
Excluding CO from the Eurovignette would be particularly unfair given that all Member States now have binding CO reduction targets to meet under the effort-sharing decision.;0.7;Calls exclusion of CO from the Eurovignette unfair given EU CO‑reduction targets, advocating alignment of pricing mechanisms with climate commitments.;ALDE
However, what no one in Austria and in the rest of Europe understands, under these circumstances, is that the Group of the European People’s Party (Christian Democrats) and European Democrats has prevented one of the largest causes of CO emissions, namely heavy goods transit traffic, from having to pay even a single euro cent for the costs it has given rise to.;0.7;Explicitly opposes the EPP’s decision to exempt heavy‑goods traffic from paying for CO‑emissions, advocating the polluter‑pays principle and regulatory cost internalisation – a clear environmental‑policy stance.;PES
It will not only be the carriers which will suffer as a result of this, but also their direct customers, retailers and end customers in the European Union. Due to the lack of similar regulatory requirements, European carriers are not as competitive as firms from third countries which carry out a large number of shipments in the European Union.;0.6;Highlights the competitive disadvantage of EU carriers due to weaker regulation, implying a need for regulatory parity and market fairness – a clear stance on competition policy.;ALDE
The tolls paid by heavy vehicles to use road infrastructures will support, in the long term, the huge investments in the infrastructures included in the European and national economic recovery plans, at the level of both Trans-European transport networks and of other categories of road infrastructures, including mountainous regions where, in many cases, it is particularly difficult to construct roads. The European Commission must support, using the instruments which it has available, the integrated initiatives for extending Member States’ infrastructure networks, especially in the new Member States. For this reason, I believe that there needs to be a better correlation between spatial development plans, town plans and traffic management, especially in urban and peri-urban areas where congestion causes the most problems.;0.8;Calls for tolls to fund EU and national infrastructure, urges Commission support, and stresses coordination of spatial and traffic planning – a strong endorsement of EU‑level investment and environmental cost internalisation.;EPP-ED
I therefore think that we should support the initiative of our erstwhile Belgian colleague.;0.1;"Only a vague endorsement of an unspecified initiative; no concrete political principle or policy position is articulated.";PES
We are currently at a turning point, where we are trying to safeguard our industry whilst making it more sustainable, and to reach the ‘three times 20’ objective that was reaffirmed by the President of the European Union at the time, Nicolas Sarkozy, in this House last December.;0.6;Advocates safeguarding industry while making it more sustainable and achieving the ‘three times 20’ climate goal – a clear environmental‑sustainability policy position.;EPP-ED
There has been a temporary respite in terms of fuel costs, but we, as the European Union, cannot guarantee fuel prices over the longer term.;0.1;"Merely notes a temporary fuel‑price relief and the EU’s inability to guarantee prices; no normative statement or policy advocacy is made.";PES
The proposal under discussion will allow Member States to levy charges with the objective of covering certain external environmental costs, as well as generating a significant income to be used for improving the European road network and minimising the environmental impact of some road transport.;0.7;Supports Member‑State levies to cover external environmental costs and fund road‑network upgrades, explicitly promoting the polluter‑pays principle and infrastructure investment.;PES
This debate has also shown up the tensions between the peripheral regions and those areas in the centre of our continent. That is very important and I do ask for understanding on this point, because on this issue some of the population has found itself pushed to the limit. The subsidiarity principle, as expressed in the proposal, allows the Member States to decide for themselves whether they want to internalise these external costs. For the central areas – and for the Alpine regions in particular – it is clear that they will choose to do so.;0.7;Defends the subsidiarity principle, allowing Member States to decide on internalising external costs, and highlights regional tensions – a clear governance and environmental‑cost stance.;EPP-ED
It is a text that, like the two previous ones, aims to define the conditions for road tolls in the various countries in order to avoid excessive distortions and so as not to create distortions of competition or discrimination.;0.6;Emphasises the need for road‑toll rules that avoid competition distortions and discrimination, advocating fair market regulation across countries.;PES
I find it difficult to believe that the authorities in Romania will implement this directive, which is more of a burden than a help.;0.4;Expresses skepticism that Romania will implement a directive deemed burdensome, indicating opposition to that regulatory measure but without a broader ideological framing.;EPP-ED
If you add all this up, you arrive at an absolute maximum of 82 euro cents for the few kilometres where there is congestion.;0.1;"Purely factual cost calculation; no political principle or ideological stance expressed.";PES
Increasing energy efficiency is one of the quickest, safest and cheapest ways of reducing EU dependence on third country energy resources, lowering energy consumption and cutting CO emissions and the European public’s expenditure on energy bills.;0.7;Advocates increased energy efficiency to reduce EU dependence on external energy, lower emissions and bills – a clear policy position on energy and climate security.;PES
In addition, I think that it would be important to increase the European Regional Development Fund allocation supporting energy efficiency for buildings and social housing from 3% to 15%.;0.8;Calls for a specific increase in EU Regional Development Fund allocation for energy‑efficiency in buildings and social housing, indicating a firm stance on EU fiscal policy and climate action.;PES
We began late and we will finish late.;0.1;"Statement about timing; contains no ideological content.";PES
Secondly, could she develop exactly what the Commission is going to propose to the Council as decided this morning in relation to Ireland?;0.1;"Procedural question about a Commission proposal; no substantive political principle is voiced.";EPP-ED
Has the EU adopted any decision proposing that Member States abolish the tax havens existing within their territory? What measures will the Commission take to put an end to tax havens, combat financial speculation and curb the free movement of capital, especially within the Union?;0.9;Explicit demand to abolish tax havens, combat financial speculation and curb free movement of capital – a strong commitment to financial regulation and tax fairness.;PES
Then there is Jersey, Guernsey, the Isle of Man – which are in the UK but outside the EU – Liechtenstein, Monaco, San Marino, etc.;0.1;Lists jurisdictions without expressing any evaluative or policy stance.;PES
However, what is the Commission doing to ensure that certain sectors of European society – such as older people and people on low incomes – are not left behind or forgotten in this process?;0.5;Raises concern that vulnerable groups (elderly, low‑income) should not be left behind, reflecting a social‑equity value but without a concrete policy proposal.;PES
However, we still have a problem with people from disadvantaged backgrounds and elderly people using and accessing the Internet and new technologies.;0.2;Identifies a problem of digital exclusion for disadvantaged and elderly people but does not advocate a specific political principle or solution.;UEN
Is the Commission able to do anything about this?;0.1;"Generic inquiry about Commission action; lacks any clear ideological or policy position.";EPP-ED
Questions Nos 37 and 40 will receive answers in writing.;0.0;"The text only states that answers will be provided in writing; it contains no political principle or ideological stance.";PES
Can he also tell me that no further progress can be made regarding Croatia’s accession unless the ICTY is satisfied that there is full cooperation over evidence and witnesses regarding the Croatian invitees?;0.7;Advocates that Croatia’s EU accession should be conditioned on full cooperation with the ICTY, expressing a rule‑of‑law/justice principle.;ALDE
Turkey, which has applied for accession to the EU while, at the same time, occupying territory in the Republic of Cyprus, an EU Member State, is organising the usurpation of properties belonging to European citizens, thereby infringing international law and human rights, together with EU principles and values. What view does the Commission take of this policy being followed by Turkey? Does the Commission intend to take measures against Turkey and, if so, what measures, in response to the usurpation of Greek Cypriot properties in occupied Cyprus?;0.8;Condemns Turkey’s actions in occupied Cyprus and calls for EU measures, reflecting a clear stance on international law, human rights, and EU values.;PES
Turkey is a strategic transit country and, in this respect as well, of vital importance to the EU’s energy security. It is all the more vital, therefore, that the EU’s negotiations with Turkey on the ‘energy’ chapter should continue unhampered and not be blocked by certain Member States on political grounds. Will the Commission take steps to ensure that this negotiating chapter is opened? Questions Nos 47 and 48 will receive answers in writing.;0.6;Calls for the EU to keep energy‑chapter negotiations with Turkey open despite political opposition, indicating a specific policy position on energy security and diplomatic engagement.;PES
Has the Commission any plans to make similar pledges to support other agricultural sectors and producers who have also been negatively affected by the current economic crisis? In addition, the Commission will purchase more than the fixed quantities of butter and SMP should the market situation warrant it. Does the Commission think that these measures will be sufficient to end the spiral of downward prices in the EU and particularly the Irish dairy sector?;0.4;"Requests further support for agricultural sectors and questions market‑intervention measures; suggests a policy preference but without a strong, explicit ideological commitment.";PES
As you are well aware, milk prices at the moment are below production prices.;0.0;"Provides a factual statement about milk prices; no political principle or ideological expression is present.";ALDE
